ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,Description,Value,BenchmarkValue
"USTR10001","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10001","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10001","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)","1.69086","1.58195"
"USTR10001","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues","191","3930"
"USTR10001","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","ONeal Steel PBO RL PPA Investable Benchmark",""
"USTR10001","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","US Dollar","US Dollar"
"USTR10001","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10001","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration","11.0284","11.2357"
"USTR10001","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value","3.62289e+007","9.64454e+007"
"USTR10001","2020-12-31","N","USTR",10,"USTR Account Profile","Market Yield","2.80567","2.82451"
"USTR10001","2020-12-31","N","USTR",11,"USTR Account Profile","Convexity","2.09268","2.12213"
"USTR10001","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)","7.92107","7.77682"
"USTR10001","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)","-2.28494","-2.40711"
"USTR10001","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)","3.93334","4.02596"
"USTR10001","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)","0.93097",""
"USTR10001","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)","83.5426",""
"USTR10001","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)","91.4017",""
"USTR10001","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)","61.398",""
"USTR10001","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)","50",""
"USTR10001","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)","10.6752",""
"USTR10001","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)","97.0023","100"
"USTR10001","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)","13.5059","12.8854"
"USTR10001","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)","108.505","103.804"
"USTR10001","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)","13.5059","12.8854"
"USTR10001","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)","50",""
"USTR10001","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)","20.0773",""
"USTR10001","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)","102.333","100"
"USTR10001","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio","1.60829","1.55833"
"USTR10001","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio","1.01068","1.01068"
"USTR10002","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10002","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10002","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)","1.66979","1.51716"
"USTR10002","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues","193","3930"
"USTR10002","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","US Silica Retirement Plan RL PPA Investable Benchmark",""
"USTR10002","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","US Dollar","US Dollar"
"USTR10002","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10002","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration","11.0168","11.0786"
"USTR10002","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value","4.98666e+007","1.60188e+008"
"USTR10002","2020-12-31","N","USTR",10,"USTR Account Profile","Market Yield","2.86215","2.79962"
"USTR10002","2020-12-31","N","USTR",11,"USTR Account Profile","Convexity","2.12219","2.13836"
"USTR10002","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)","7.70426","7.6275"
"USTR10002","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)","-2.597","-2.3973"
"USTR10002","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)","3.71592","3.98108"
"USTR10002","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)","0.922075",""
"USTR10002","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)","83.3364",""
"USTR10002","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)","91.2888",""
"USTR10002","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)","70.0291",""
"USTR10002","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)","33.3333",""
"USTR10002","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)","24.3304",""
"USTR10002","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)","101.269","100"
"USTR10002","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)","11.7653","11.848"
"USTR10002","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)","95.3779","95.9508"
"USTR10002","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)","11.7653","11.848"
"USTR10002","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)","66.6667",""
"USTR10002","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)","11.3059",""
"USTR10002","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)","100.011","100"
"USTR10002","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio","1.42762","1.45283"
"USTR10002","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio","-0.118055","-0.118055"
"USTR10003","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10003","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10003","2020-12-31","N","USTR",3,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10004","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10004","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10004","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)","1.84688","1.71401"
"USTR10004","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues","161","3930"
"USTR10004","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","Knoll Pension Plan ABO 0-30 Yr RLPPA Inv Benchmark ",""
"USTR10004","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","US Dollar","US Dollar"
"USTR10004","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10004","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration","12.4458","12.6202"
"USTR10004","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value","8.00385e+007","2.16822e+008"
"USTR10004","2020-12-31","N","USTR",10,"USTR Account Profile","Market Yield","2.87447","2.81665"
"USTR10004","2020-12-31","N","USTR",11,"USTR Account Profile","Convexity","2.51481","2.49564"
"USTR10004","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)","8.75077","8.61581"
"USTR10004","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)","-2.64273","-2.91467"
"USTR10004","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)","4.31224","4.18888"
"USTR10004","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)","0.927129",""
"USTR10004","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)","83.3261",""
"USTR10004","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)","91.2831",""
"USTR10004","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)","80.5693",""
"USTR10004","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)","33.3333",""
"USTR10004","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)","19.3572",""
"USTR10004","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)","98.8402","100"
"USTR10004","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)","14.5114","13.8229"
"USTR10004","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)","116.458","111.287"
"USTR10004","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)","14.5114","13.8229"
"USTR10004","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)","66.6667",""
"USTR10004","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)","17.434",""
"USTR10004","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)","103.034","100"
"USTR10004","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio","1.5707","1.51539"
"USTR10004","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio","0.854532","0.854532"
"USTR10005","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10005","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10005","2020-12-31","N","USTR",3,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10006","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10006","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10006","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)","1.50915","1.4359"
"USTR10006","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues","136","3930"
"USTR10006","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","St. Peter's University RL PPA Inv Benchmark",""
"USTR10006","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","US Dollar","US Dollar"
"USTR10006","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10006","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration","8.99982","9.26928"
"USTR10006","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value","1.53967e+007","4.7573e+007"
"USTR10006","2020-12-31","N","USTR",10,"USTR Account Profile","Market Yield","2.96966","2.87181"
"USTR10006","2020-12-31","N","USTR",11,"USTR Account Profile","Convexity","1.57136","1.55052"
"USTR10006","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)","7.21216","6.98345"
"USTR10006","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)","-2.43709","-2.41098"
"USTR10006","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)","4.12518","3.9597"
"USTR10006","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)","0.946091",""
"USTR10006","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)","83.9217",""
"USTR10006","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)","91.6088",""
"USTR10006","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)","34.0418",""
"USTR10006","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)","33.3333",""
"USTR10006","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)","6.83297",""
"USTR10006","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)","100.544","100"
"USTR10006","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)","11.9872","11.4579"
"USTR10006","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)","96.7639","92.6572"
"USTR10006","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)","11.9872","11.4579"
"USTR10006","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)","66.6667",""
"USTR10006","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)","9.5766",""
"USTR10006","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)","103.422","100"
"USTR10006","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio","1.55579","1.53096"
"USTR10006","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio","1.55469","1.55469"
"USTR100960","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR100960","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR100960","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)","4.95787",""
"USTR100960","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues","155",""
"USTR100960","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","Barclays High Yield Index",""
"USTR100960","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","US Dollar",""
"USTR100960","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR100960","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration","4.55387",""
"USTR100960","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value","5.64277e+007",""
